Gabor_feature_0,Gabor_feature_1,Gabor_feature_2,Gabor_feature_3,Gabor_feature_4,Gabor_feature_5,Gabor_feature_6,Gabor_feature_7,Gabor_feature_8,Gabor_feature_9,Gabor_feature_10,Gabor_feature_11,Gabor_feature_12,Gabor_feature_13,Gabor_feature_14,Gabor_feature_15,Gabor_feature_16,Gabor_feature_17,Gabor_feature_18,Gabor_feature_19,Gabor_feature_20,Gabor_feature_21,Gabor_feature_22,Gabor_feature_23,Gabor_feature_24,Gabor_feature_25,Gabor_feature_26,Gabor_feature_27,Gabor_feature_28,Gabor_feature_29,Gabor_feature_30,Gabor_feature_31,Gabor_feature_32,Gabor_feature_33,Gabor_feature_34,Gabor_feature_35,Gabor_feature_36,Gabor_feature_37,Gabor_feature_38,Gabor_feature_39,Gabor_feature_40,Gabor_feature_41,Gabor_feature_42,Gabor_feature_43,Gabor_feature_44,Gabor_feature_45,Gabor_feature_46,Gabor_feature_47,Gabor_feature_48,Gabor_feature_49,Gabor_feature_50,Gabor_feature_51,Gabor_feature_52,Gabor_feature_53,Gabor_feature_54,Gabor_feature_55,Gabor_feature_56,Gabor_feature_57,Gabor_feature_58,Gabor_feature_59,Gabor_feature_60,Gabor_feature_61,Gabor_feature_62,Gabor_feature_63,label
2.057,inf,0.0,inf,0.3645,inf,0.0,32800.0,2.578,inf,1.0,inf,0.3762,inf,0.0,33900.0,1.215,inf,0.0,inf,0.1135,0.5415,0.0,10216.0,1.696,inf,0.0,inf,0.1084,0.5083,0.0,9760.0,0.4907,inf,0.0,44220.0,0.03583,0.2925,0.0,3226.0,0.726,inf,0.0,65340.0,0.0322,0.2764,0.0,2898.0,0.5854,inf,0.0,52700.0,0.0083,0.10236,0.0,747.0,0.7095,inf,0.0,63840.0,0.00805,0.10175,0.0,724.5,monitor
0.9277,inf,0.0,inf,0.7563,inf,0.0,inf,2.84,inf,1.0,inf,0.6343,inf,0.0,57100.0,0.8037,inf,0.0,inf,0.5474,inf,0.0,49250.0,1.655,inf,0.0,inf,0.629,inf,0.0,56600.0,0.5845,inf,0.0,52580.0,0.513,inf,0.0,46180.0,1.142,inf,0.0,inf,0.5146,inf,0.0,46340.0,0.5146,inf,0.0,46300.0,0.4866,inf,0.0,43780.0,0.858,inf,0.0,inf,0.5005,inf,0.0,45060.0,laptop
3.168,inf,2.0,inf,1.758,inf,1.0,inf,2.555,inf,2.0,inf,1.809,inf,1.0,inf,2.04,inf,1.0,inf,1.561,inf,0.0,inf,2.148,inf,1.0,inf,1.535,inf,1.0,inf,1.447,inf,0.0,inf,1.357,inf,0.0,inf,1.663,inf,0.0,inf,1.217,inf,0.0,inf,0.6016,inf,0.0,54140.0,0.387,inf,0.0,34800.0,0.7485,inf,0.0,inf,0.297,0.69,0.0,26740.0,backpack
2.537,inf,1.0,inf,1.59,inf,0.0,inf,2.387,inf,0.0,inf,1.837,inf,1.0,inf,1.761,inf,0.0,inf,0.808,inf,0.0,inf,1.423,inf,0.0,inf,1.038,inf,0.0,inf,1.065,inf,0.0,inf,0.4233,inf,0.0,38080.0,0.803,inf,0.0,inf,0.5737,inf,0.0,51600.0,1.018,inf,1.0,inf,0.1799,0.6255,0.0,16184.0,0.8438,inf,1.0,inf,0.2186,0.778,0.0,19680.0,backpack
2.459,inf,0.0,inf,2.344,inf,0.0,inf,2.352,inf,0.0,inf,2.432,inf,0.0,inf,1.46,inf,0.0,inf,1.32,inf,0.0,inf,1.359,inf,0.0,inf,1.217,inf,0.0,inf,0.706,inf,0.0,63580.0,0.659,inf,0.0,59330.0,0.735,inf,0.0,inf,0.605,inf,0.0,54400.0,1.201,inf,1.0,inf,0.1559,0.609,0.0,14030.0,1.221,inf,1.0,inf,0.1517,0.612,0.0,13656.0,headphones
3.73,inf,2.0,inf,1.656,inf,1.0,inf,3.154,inf,1.0,inf,1.463,inf,0.0,inf,2.59,inf,0.0,inf,1.248,inf,0.0,inf,2.25,inf,0.0,inf,0.983,inf,0.0,inf,1.523,inf,0.0,inf,0.804,inf,0.0,inf,1.276,inf,0.0,inf,0.6245,inf,0.0,56220.0,1.047,inf,1.0,inf,0.2659,inf,0.0,23920.0,0.9834,inf,1.0,inf,0.2252,0.79,0.0,20290.0,monitor
1.349,inf,0.0,inf,1.158,inf,0.0,inf,4.18,inf,2.828,inf,1.3545,inf,0.0,inf,1.038,inf,0.0,inf,0.9614,inf,0.0,inf,2.635,inf,1.0,inf,1.04,inf,0.0,inf,0.843,inf,0.0,inf,0.655,inf,0.0,58940.0,1.685,inf,0.0,inf,0.7285,inf,0.0,inf,0.635,inf,0.0,57120.0,0.3784,inf,0.0,34050.0,0.8525,inf,0.0,inf,0.4146,inf,0.0,37340.0,bike
1.18,inf,0.0,inf,1.341,inf,0.0,inf,2.018,inf,1.0,inf,1.294,inf,0.0,inf,1.701,inf,0.0,inf,1.179,inf,0.0,inf,1.516,inf,0.0,inf,1.618,inf,0.0,inf,0.8936,inf,0.0,inf,0.96,inf,0.0,inf,1.245,inf,0.0,inf,1.234,inf,0.0,inf,0.747,inf,0.0,inf,0.5825,inf,0.0,52400.0,1.059,inf,0.0,inf,0.574,inf,0.0,51700.0,laptop
0.7896,inf,0.0,inf,0.9175,inf,0.0,inf,4.48,inf,3.162,inf,0.7656,inf,0.0,inf,0.581,inf,0.0,52320.0,0.484,inf,0.0,43550.0,2.59,inf,1.0,inf,0.4392,inf,0.0,39520.0,0.364,inf,0.0,32740.0,0.2715,inf,0.0,24430.0,1.472,inf,0.0,inf,0.2932,inf,0.0,26400.0,0.1659,inf,0.0,14930.0,0.0693,0.4585,0.0,6230.0,0.5396,inf,0.0,48580.0,0.0695,0.4329,0.0,6260.0,projector
4.973,inf,3.0,inf,2.047,inf,0.0,inf,4.805,inf,3.0,inf,1.878,inf,0.0,inf,3.691,inf,1.0,inf,1.387,inf,0.0,inf,3.074,inf,0.0,inf,1.297,inf,0.0,inf,2.586,inf,0.0,inf,0.9243,inf,0.0,inf,1.933,inf,0.0,inf,0.9297,inf,0.0,inf,0.9043,inf,0.0,inf,0.236,0.8486,0.0,21260.0,0.6426,inf,0.0,57820.0,0.2515,inf,0.0,22640.0,mug
1.305,inf,1.0,inf,2.373,inf,1.0,inf,3.494,inf,2.236,inf,4.305,inf,3.162,inf,0.9976,inf,0.0,inf,1.641,inf,0.0,inf,2.547,inf,1.414,inf,3.398,inf,2.236,inf,0.754,inf,0.0,inf,1.191,inf,0.0,inf,1.576,inf,0.0,inf,2.064,inf,0.0,inf,0.5024,inf,0.0,45220.0,0.4038,inf,0.0,36320.0,0.97,inf,0.0,inf,0.5044,inf,0.0,45340.0,laptop
2.9,inf,1.0,inf,1.772,inf,1.0,inf,3.156,inf,1.414,inf,1.757,inf,1.0,inf,1.584,inf,0.0,inf,1.116,inf,0.0,inf,2.396,inf,0.0,inf,1.078,inf,0.0,inf,0.746,inf,0.0,inf,0.4583,inf,0.0,41250.0,1.196,inf,0.0,inf,0.4668,inf,0.0,42000.0,0.7666,inf,0.0,inf,0.05933,0.326,0.0,5336.0,0.969,inf,0.0,inf,0.05914,0.3237,0.0,5324.0,calculator
0.736,inf,0.0,inf,0.7544,inf,0.0,inf,1.182,inf,0.0,inf,0.7266,inf,0.0,65380.0,0.3984,inf,0.0,35840.0,0.411,inf,0.0,37000.0,0.682,inf,0.0,61400.0,0.3325,inf,0.0,29900.0,0.2065,inf,0.0,18600.0,0.2484,inf,0.0,22350.0,0.362,inf,0.0,32590.0,0.1765,inf,0.0,15880.0,0.8203,inf,1.0,inf,0.03885,0.2637,0.0,3496.0,0.9023,inf,1.0,inf,0.0371,0.263,0.0,3342.0,mouse
4.2,inf,1.0,inf,0.8477,inf,0.0,inf,3.129,inf,1.0,inf,1.03,inf,0.0,inf,2.926,inf,1.0,inf,0.619,inf,0.0,55740.0,2.652,inf,1.0,inf,0.958,inf,0.0,inf,1.825,inf,0.0,inf,0.562,inf,0.0,50560.0,2.395,inf,0.0,inf,0.74,inf,0.0,inf,1.156,inf,0.0,inf,0.2288,0.605,0.0,20590.0,1.306,inf,0.0,inf,0.2311,0.6113,0.0,20800.0,laptop
1.476,inf,0.0,inf,0.4626,inf,0.0,41630.0,3.154,inf,1.414,inf,0.4502,inf,0.0,40500.0,1.306,inf,0.0,inf,0.337,0.825,0.0,30320.0,1.996,inf,0.0,inf,0.3855,inf,0.0,34720.0,0.7573,inf,0.0,inf,0.2917,inf,0.0,26270.0,1.376,inf,0.0,inf,0.3057,inf,0.0,27500.0,0.4622,inf,0.0,41570.0,0.10626,0.4456,0.0,9570.0,0.7207,inf,0.0,64860.0,0.104,0.4414,0.0,9360.0,monitor
0.723,inf,0.0,65060.0,0.876,inf,0.0,inf,5.72,inf,4.242,inf,0.6465,inf,0.0,58180.0,0.439,inf,0.0,39500.0,0.4636,inf,0.0,41730.0,2.707,inf,0.0,inf,0.3225,inf,0.0,29020.0,0.2184,inf,0.0,19650.0,0.238,inf,0.0,21420.0,1.307,inf,0.0,inf,0.1576,0.738,0.0,14190.0,0.567,inf,0.0,50980.0,0.1393,0.7666,0.0,12536.0,1.07,inf,1.0,inf,0.1068,0.587,0.0,9620.0,projector
4.125,inf,3.0,inf,1.631,inf,0.0,inf,2.605,inf,1.0,inf,1.91,inf,0.0,inf,2.383,inf,1.0,inf,0.851,inf,0.0,inf,1.851,inf,0.0,inf,1.11,inf,0.0,inf,1.307,inf,0.0,inf,0.4553,inf,0.0,40960.0,1.05,inf,0.0,inf,0.667,inf,0.0,60030.0,0.567,inf,0.0,51040.0,0.1648,0.6313,0.0,14840.0,0.4854,inf,0.0,43680.0,0.199,0.731,0.0,17900.0,backpack
2.457,inf,0.0,inf,0.889,inf,0.0,inf,2.023,inf,1.0,inf,1.676,inf,0.0,inf,1.311,inf,0.0,inf,0.4211,inf,0.0,37900.0,1.2295,inf,0.0,inf,0.8877,inf,0.0,inf,0.745,inf,0.0,inf,0.2482,inf,0.0,22320.0,0.6885,inf,0.0,61980.0,0.5103,inf,0.0,45950.0,0.3806,inf,0.0,34240.0,0.1123,0.573,0.0,10104.0,0.3806,inf,0.0,34270.0,0.1472,0.703,0.0,13250.0,mouse
1.802,inf,0.0,inf,1.352,inf,0.0,inf,3.121,inf,2.0,inf,1.508,inf,0.0,inf,1.261,inf,0.0,inf,0.8545,inf,0.0,inf,1.865,inf,0.0,inf,0.867,inf,0.0,inf,0.7993,inf,0.0,inf,0.5205,inf,0.0,46850.0,0.947,inf,0.0,inf,0.72,inf,0.0,64830.0,0.57,inf,0.0,51260.0,0.1602,0.512,0.0,14420.0,0.555,inf,0.0,49950.0,0.1947,0.5713,0.0,17520.0,mug
1.523,inf,0.0,inf,1.245,inf,0.0,inf,1.965,inf,0.0,inf,1.229,inf,0.0,inf,1.003,inf,0.0,inf,0.926,inf,0.0,inf,1.51,inf,0.0,inf,0.9395,inf,0.0,inf,0.48,inf,0.0,43200.0,0.632,inf,0.0,56830.0,0.8335,inf,0.0,inf,0.6636,inf,0.0,59740.0,0.916,inf,1.0,inf,0.1741,0.7583,0.0,15670.0,1.025,inf,1.0,inf,0.1774,0.761,0.0,15960.0,calculator
1.548,inf,0.0,inf,0.9873,inf,0.0,inf,4.023,inf,2.236,inf,1.176,inf,0.0,inf,0.702,inf,0.0,63200.0,0.4785,inf,0.0,43100.0,2.293,inf,0.0,inf,0.5977,inf,0.0,53800.0,0.4695,inf,0.0,42240.0,0.3462,inf,0.0,31150.0,1.53,inf,0.0,inf,0.3975,inf,0.0,35780.0,0.2479,inf,0.0,22320.0,0.1815,0.647,0.0,16340.0,0.924,inf,0.0,inf,0.2063,0.7354,0.0,18560.0,laptop
4.945,inf,3.605,inf,2.51,inf,0.0,inf,2.344,inf,0.0,inf,2.24,inf,0.0,inf,3.352,inf,1.0,inf,1.615,inf,0.0,inf,1.462,inf,0.0,inf,1.372,inf,0.0,inf,1.9795,inf,0.0,inf,0.929,inf,0.0,inf,0.8794,inf,0.0,inf,0.799,inf,0.0,inf,0.862,inf,0.0,inf,0.3394,inf,0.0,30530.0,0.4136,inf,0.0,37220.0,0.311,inf,0.0,28000.0,backpack
2.26,inf,0.0,inf,0.4058,inf,0.0,36500.0,4.633,inf,2.828,inf,0.4285,inf,0.0,38600.0,1.334,inf,0.0,inf,0.1554,0.6675,0.0,13980.0,2.453,inf,0.0,inf,0.158,0.6865,0.0,14220.0,0.6714,inf,0.0,60380.0,0.06323,0.3545,0.0,5692.0,1.333,inf,0.0,inf,0.0637,0.3735,0.0,5736.0,0.2285,inf,0.0,20560.0,0.03244,0.2227,0.0,2920.0,0.513,inf,0.0,46180.0,0.03513,0.2527,0.0,3160.0,monitor
2.771,inf,0.0,inf,3.127,inf,1.0,inf,5.523,inf,4.242,inf,3.08,inf,1.0,inf,1.98,inf,0.0,inf,2.152,inf,0.0,inf,3.486,inf,1.0,inf,1.943,inf,0.0,inf,1.409,inf,0.0,inf,1.524,inf,0.0,inf,2.248,inf,0.0,inf,1.297,inf,0.0,inf,1.228,inf,0.0,inf,1.087,inf,0.0,inf,1.571,inf,1.0,inf,0.995,inf,0.0,inf,bike
1.512,inf,0.0,inf,1.77,inf,0.0,inf,4.97,inf,4.0,inf,1.613,inf,0.0,inf,1.122,inf,0.0,inf,1.076,inf,0.0,inf,2.887,inf,1.0,inf,1.194,inf,0.0,inf,0.975,inf,0.0,inf,0.842,inf,0.0,inf,1.712,inf,0.0,inf,0.9585,inf,0.0,inf,0.6533,inf,0.0,58780.0,0.713,inf,0.0,64130.0,1.225,inf,0.0,inf,0.741,inf,0.0,inf,bike
2.22,inf,0.0,inf,0.8345,inf,0.0,inf,2.1,inf,0.0,inf,0.6504,inf,0.0,58530.0,1.459,inf,0.0,inf,0.5034,inf,0.0,45300.0,1.454,inf,0.0,inf,0.3997,inf,0.0,36000.0,0.894,inf,0.0,inf,0.2473,inf,0.0,22260.0,0.7783,inf,0.0,inf,0.2043,0.7764,0.0,18380.0,0.507,inf,0.0,45600.0,0.1285,0.5312,0.0,11570.0,0.4233,inf,0.0,38100.0,0.127,0.5425,0.0,11440.0,monitor
0.5166,inf,0.0,46530.0,1.162,inf,0.0,inf,4.613,inf,3.0,inf,0.3054,inf,0.0,27500.0,0.2583,inf,0.0,23220.0,0.6855,inf,0.0,61730.0,2.586,inf,1.0,inf,0.1702,0.66,0.0,15320.0,0.1821,0.8354,0.0,16380.0,0.42,inf,0.0,37760.0,1.296,inf,0.0,inf,0.1164,0.5483,0.0,10470.0,0.2424,0.824,0.0,21820.0,0.0543,0.2927,0.0,4890.0,0.7197,inf,0.0,64770.0,0.0436,0.2401,0.0,3924.0,projector
1.297,inf,0.0,inf,1.543,inf,1.0,inf,6.195,inf,5.387,inf,1.551,inf,1.0,inf,0.8228,inf,0.0,inf,0.8877,inf,0.0,inf,3.52,inf,2.0,inf,0.9272,inf,0.0,inf,0.544,inf,0.0,48960.0,0.59,inf,0.0,53100.0,2.31,inf,0.0,inf,0.6025,inf,0.0,54200.0,0.5415,inf,0.0,48700.0,0.1345,0.544,0.0,12104.0,1.305,inf,1.0,inf,0.1436,0.529,0.0,12920.0,projector
2.541,inf,0.0,inf,1.803,inf,0.0,inf,2.303,inf,0.0,inf,1.749,inf,0.0,inf,1.558,inf,0.0,inf,0.8853,inf,0.0,inf,1.405,inf,0.0,inf,0.964,inf,0.0,inf,0.8926,inf,0.0,inf,0.4597,inf,0.0,41380.0,0.751,inf,0.0,inf,0.529,inf,0.0,47600.0,1.06,inf,1.0,inf,0.144,0.5874,0.0,12950.0,0.9844,inf,1.0,inf,0.1506,0.6045,0.0,13560.0,headphones
0.1416,0.499,0.0,12744.0,0.2322,0.7515,0.0,20900.0,3.568,inf,2.0,inf,0.641,inf,0.0,57730.0,0.1906,0.7236,0.0,17150.0,0.1705,0.619,0.0,15350.0,1.911,inf,0.0,inf,0.4333,inf,0.0,39040.0,0.2017,inf,0.0,18130.0,0.1569,0.602,0.0,14120.0,0.98,inf,0.0,inf,0.2708,inf,0.0,24350.0,0.1626,0.7607,0.0,14640.0,0.1201,0.5117,0.0,10820.0,0.563,inf,0.0,50660.0,0.129,0.558,0.0,11620.0,mouse
3.766,inf,2.236,inf,2.875,inf,1.414,inf,4.63,inf,3.605,inf,2.803,inf,2.0,inf,2.592,inf,1.0,inf,2.273,inf,1.0,inf,3.531,inf,2.236,inf,2.18,inf,1.0,inf,2.047,inf,1.0,inf,1.804,inf,1.0,inf,2.596,inf,1.0,inf,1.751,inf,1.0,inf,1.215,inf,0.0,inf,0.4968,inf,0.0,44700.0,1.417,inf,0.0,inf,0.4893,inf,0.0,44030.0,bike
1.29,inf,0.0,inf,0.7134,inf,0.0,64200.0,3.889,inf,1.0,inf,1.026,inf,0.0,inf,0.7397,inf,0.0,inf,0.4846,inf,0.0,43620.0,2.484,inf,0.0,inf,1.044,inf,0.0,inf,0.874,inf,0.0,inf,0.717,inf,0.0,64540.0,1.977,inf,0.0,inf,1.0625,inf,0.0,inf,1.026,inf,1.0,inf,0.4512,inf,0.0,40600.0,1.642,inf,1.0,inf,0.4841,inf,0.0,43600.0,laptop
5.363,inf,4.125,inf,1.948,inf,1.0,inf,5.01,inf,4.125,inf,1.946,inf,1.0,inf,3.648,inf,1.0,inf,1.604,inf,0.0,inf,4.02,inf,2.0,inf,1.51,inf,0.0,inf,2.242,inf,0.0,inf,0.9414,inf,0.0,inf,2.525,inf,0.0,inf,0.841,inf,0.0,inf,1.092,inf,0.0,inf,0.2725,0.8164,0.0,24530.0,1.051,inf,0.0,inf,0.2559,0.7656,0.0,23040.0,monitor
3.133,inf,0.0,inf,1.335,inf,0.0,inf,0.606,inf,0.0,54530.0,0.3762,inf,0.0,33900.0,1.614,inf,0.0,inf,0.836,inf,0.0,inf,0.3416,inf,0.0,30740.0,0.253,inf,0.0,22750.0,0.822,inf,0.0,inf,0.546,inf,0.0,49150.0,0.2405,inf,0.0,21650.0,0.2,inf,0.0,17980.0,0.6963,inf,0.0,62620.0,0.1538,0.7417,0.0,13840.0,0.5312,inf,0.0,47800.0,0.0965,0.4739,0.0,8680.0,mouse
2.78,inf,1.0,inf,1.487,inf,0.0,inf,2.678,inf,0.0,inf,1.362,inf,0.0,inf,1.608,inf,0.0,inf,0.778,inf,0.0,inf,1.676,inf,0.0,inf,0.718,inf,0.0,64600.0,0.953,inf,0.0,inf,0.541,inf,0.0,48700.0,1.184,inf,0.0,inf,0.5054,inf,0.0,45470.0,0.8076,inf,0.0,inf,0.255,inf,0.0,22930.0,0.93,inf,1.0,inf,0.2479,inf,0.0,22320.0,mug
0.6416,inf,0.0,57760.0,0.625,inf,0.0,56260.0,3.707,inf,2.236,inf,0.796,inf,0.0,inf,1.143,inf,0.0,inf,0.5615,inf,0.0,50530.0,2.701,inf,1.0,inf,0.8633,inf,0.0,inf,1.06,inf,0.0,inf,0.5454,inf,0.0,49060.0,1.895,inf,0.0,inf,0.695,inf,0.0,62500.0,0.9834,inf,0.0,inf,0.5464,inf,0.0,49180.0,1.206,inf,0.0,inf,0.5874,inf,0.0,52900.0,keyboard
5.54,inf,4.125,inf,2.076,inf,1.0,inf,2.846,inf,1.0,inf,2.61,inf,1.0,inf,3.371,inf,1.414,inf,1.512,inf,0.0,inf,1.749,inf,0.0,inf,1.651,inf,0.0,inf,1.833,inf,0.0,inf,0.8926,inf,0.0,inf,1.009,inf,0.0,inf,0.9165,inf,0.0,inf,0.961,inf,0.0,inf,0.1941,0.6426,0.0,17470.0,0.6504,inf,0.0,58460.0,0.1906,0.634,0.0,17150.0,backpack
4.496,inf,3.0,inf,2.129,inf,1.0,inf,2.594,inf,1.0,inf,2.35,inf,1.0,inf,2.691,inf,1.0,inf,1.395,inf,0.0,inf,1.962,inf,0.0,inf,1.3955,inf,0.0,inf,1.64,inf,0.0,inf,0.8604,inf,0.0,inf,1.092,inf,0.0,inf,0.8433,inf,0.0,inf,0.712,inf,0.0,64060.0,0.1932,0.6685,0.0,17390.0,0.4395,inf,0.0,39550.0,0.2,0.672,0.0,18000.0,backpack
5.383,inf,4.242,inf,2.898,inf,2.0,inf,3.41,inf,2.236,inf,3.38,inf,2.236,inf,4.234,inf,3.0,inf,2.707,inf,1.414,inf,3.064,inf,2.0,inf,3.006,inf,2.0,inf,2.963,inf,1.414,inf,2.031,inf,1.0,inf,2.521,inf,1.0,inf,2.543,inf,1.0,inf,1.724,inf,1.0,inf,1.119,inf,1.0,inf,1.412,inf,0.0,inf,1.298,inf,1.0,inf,bike
1.552,inf,0.0,inf,1.031,inf,0.0,inf,3.605,inf,2.0,inf,0.8555,inf,0.0,inf,0.951,inf,0.0,inf,0.608,inf,0.0,54720.0,2.326,inf,0.0,inf,0.5054,inf,0.0,45500.0,0.775,inf,0.0,inf,0.5635,inf,0.0,50720.0,1.514,inf,0.0,inf,0.4885,inf,0.0,43940.0,0.7783,inf,0.0,inf,0.4797,inf,0.0,43170.0,1.237,inf,0.0,inf,0.4707,inf,0.0,42400.0,laptop
5.617,inf,4.473,inf,1.336,inf,0.0,inf,1.598,inf,0.0,inf,1.258,inf,0.0,inf,3.104,inf,1.0,inf,0.712,inf,0.0,64060.0,0.9644,inf,0.0,inf,0.747,inf,0.0,inf,1.439,inf,0.0,inf,0.309,inf,0.0,27790.0,0.4624,inf,0.0,41630.0,0.3132,inf,0.0,28200.0,0.498,inf,0.0,44830.0,0.03595,0.2108,0.0,3236.0,0.2678,0.6294,0.0,24100.0,0.03717,0.22,0.0,3344.0,backpack
2.244,inf,0.0,inf,1.706,inf,0.0,inf,4.125,inf,2.236,inf,1.54,inf,0.0,inf,1.426,inf,0.0,inf,1.158,inf,0.0,inf,2.861,inf,1.0,inf,1.201,inf,0.0,inf,1.128,inf,0.0,inf,0.9434,inf,0.0,inf,2.012,inf,0.0,inf,0.8203,inf,0.0,inf,0.6636,inf,0.0,59700.0,0.3157,0.851,0.0,28420.0,0.9614,inf,0.0,inf,0.2793,0.7495,0.0,25150.0,mug
5.234,inf,3.0,inf,1.376,inf,1.0,inf,5.195,inf,3.162,inf,1.581,inf,1.0,inf,3.89,inf,2.0,inf,1.571,inf,1.0,inf,4.36,inf,2.0,inf,1.651,inf,1.0,inf,2.482,inf,0.0,inf,1.025,inf,0.0,inf,3.156,inf,0.0,inf,1.027,inf,0.0,inf,1.687,inf,0.0,inf,0.2632,0.6587,0.0,23700.0,2.049,inf,0.0,inf,0.2637,0.658,0.0,23730.0,monitor
2.91,inf,1.0,inf,2.63,inf,1.0,inf,3.37,inf,2.0,inf,1.663,inf,0.0,inf,1.555,inf,0.0,inf,1.346,inf,0.0,inf,1.822,inf,0.0,inf,0.7637,inf,0.0,inf,0.7314,inf,0.0,inf,0.648,inf,0.0,58300.0,0.808,inf,0.0,inf,0.318,inf,0.0,28620.0,0.3467,inf,0.0,31180.0,0.1276,0.612,0.0,11470.0,0.2495,inf,0.0,22460.0,0.0804,0.433,0.0,7240.0,mouse
2.268,inf,0.0,inf,1.618,inf,1.0,inf,4.707,inf,3.162,inf,2.262,inf,1.0,inf,1.659,inf,0.0,inf,1.137,inf,0.0,inf,3.5,inf,1.0,inf,1.67,inf,1.0,inf,1.331,inf,0.0,inf,0.975,inf,0.0,inf,2.885,inf,1.0,inf,1.515,inf,0.0,inf,1.635,inf,1.0,inf,0.958,inf,0.0,inf,2.549,inf,1.0,inf,1.012,inf,0.0,inf,laptop
4.934,inf,3.162,inf,1.423,inf,0.0,inf,1.613,inf,0.0,inf,1.519,inf,0.0,inf,3.094,inf,1.0,inf,0.7456,inf,0.0,inf,0.896,inf,0.0,inf,0.915,inf,0.0,inf,1.693,inf,0.0,inf,0.4324,inf,0.0,38940.0,0.5,inf,0.0,45000.0,0.5293,inf,0.0,47600.0,0.959,inf,0.0,inf,0.2488,0.779,0.0,22400.0,0.636,inf,0.0,57200.0,0.254,0.833,0.0,22860.0,backpack
5.223,inf,4.0,inf,2.033,inf,0.0,inf,2.781,inf,1.0,inf,2.086,inf,1.0,inf,2.928,inf,1.0,inf,0.9775,inf,0.0,inf,1.507,inf,0.0,inf,1.033,inf,0.0,inf,1.553,inf,0.0,inf,0.468,inf,0.0,42140.0,0.758,inf,0.0,inf,0.4648,inf,0.0,41820.0,0.8516,inf,0.0,inf,0.1251,0.5815,0.0,11256.0,0.4207,inf,0.0,37820.0,0.12494,0.5303,0.0,11240.0,backpack
3.73,inf,2.236,inf,3.002,inf,1.414,inf,6.848,inf,6.707,inf,2.705,inf,1.414,inf,3.084,inf,1.0,inf,1.695,inf,0.0,inf,4.95,inf,4.0,inf,1.451,inf,0.0,inf,2.248,inf,0.0,inf,0.8735,inf,0.0,inf,2.893,inf,1.0,inf,0.8154,inf,0.0,inf,1.526,inf,1.0,inf,0.26,0.6865,0.0,23420.0,1.847,inf,1.0,inf,0.256,0.6855,0.0,23090.0,calculator
5.137,inf,4.0,inf,3.123,inf,1.0,inf,3.338,inf,1.0,inf,3.293,inf,1.414,inf,3.621,inf,2.0,inf,2.193,inf,1.0,inf,2.113,inf,0.0,inf,2.287,inf,1.0,inf,2.613,inf,0.0,inf,1.48,inf,0.0,inf,1.536,inf,0.0,inf,1.598,inf,0.0,inf,1.445,inf,0.0,inf,0.644,inf,0.0,57950.0,0.918,inf,0.0,inf,0.706,inf,0.0,63550.0,bike
4.934,inf,3.162,inf,2.8,inf,1.0,inf,2.781,inf,1.0,inf,3.502,inf,1.0,inf,2.879,inf,1.0,inf,1.667,inf,0.0,inf,1.653,inf,0.0,inf,2.148,inf,0.0,inf,1.574,inf,0.0,inf,0.973,inf,0.0,inf,0.843,inf,0.0,inf,1.249,inf,0.0,inf,1.403,inf,1.0,inf,0.2627,0.802,0.0,23630.0,1.057,inf,1.0,inf,0.2842,inf,0.0,25580.0,headphones
1.245,inf,0.0,inf,1.039,inf,0.0,inf,4.8,inf,3.0,inf,1.304,inf,0.0,inf,0.617,inf,0.0,55550.0,0.5405,inf,0.0,48600.0,2.668,inf,0.0,inf,0.6904,inf,0.0,62140.0,0.355,inf,0.0,31940.0,0.2751,inf,0.0,24770.0,1.32,inf,0.0,inf,0.3486,inf,0.0,31380.0,0.535,inf,0.0,48160.0,0.08655,0.3843,0.0,7788.0,0.914,inf,0.0,inf,0.0893,0.3965,0.0,8036.0,projector
0.8433,inf,0.0,inf,1.263,inf,0.0,inf,3.463,inf,2.0,inf,1.256,inf,0.0,inf,1.031,inf,0.0,inf,1.271,inf,0.0,inf,2.67,inf,1.0,inf,1.078,inf,0.0,inf,1.108,inf,0.0,inf,1.147,inf,0.0,inf,2.012,inf,0.0,inf,1.031,inf,0.0,inf,1.329,inf,0.0,inf,1.13,inf,0.0,inf,1.33,inf,0.0,inf,1.095,inf,0.0,inf,bike
0.7764,inf,0.0,inf,2.062,inf,0.0,inf,1.175,inf,0.0,inf,0.6953,inf,0.0,62600.0,0.3352,inf,0.0,30140.0,0.9995,inf,0.0,inf,0.7236,inf,0.0,65120.0,0.383,inf,0.0,34460.0,0.1414,0.7227,0.0,12730.0,0.4473,inf,0.0,40260.0,0.3623,inf,0.0,32620.0,0.1699,0.84,0.0,15304.0,0.61,0.696,1.0,54880.0,0.04095,0.255,0.0,3684.0,0.7275,inf,1.0,65470.0,0.03006,0.2123,0.0,2706.0,mouse
